iter,loss,acc
6430,0.238291,0.9299
6440,0.237244,0.9306
6450,0.238232,0.9317
6460,0.23739,0.9312
6470,0.236426,0.9308
6480,0.236776,0.9315
6490,0.237083,0.9317
6500,0.236547,0.9325
6510,0.236839,0.9318
6520,0.237339,0.9325
6530,0.237818,0.9319
6540,0.235219,0.9303
6550,0.234248,0.9317
6560,0.236248,0.9319
6570,0.236188,0.9325
6580,0.236188,0.932
6590,0.235828,0.9315
6600,0.234013,0.9324
6610,0.236226,0.9331
6620,0.235113,0.9325
6630,0.23628,0.9328
6640,0.233511,0.9331
6650,0.234042,0.9323
6660,0.235973,0.9319
6670,0.235825,0.9326
6680,0.233873,0.9334
6690,0.23472,0.9337
6700,0.233463,0.9331
6710,0.233661,0.9331
6720,0.231744,0.9329
6730,0.232335,0.9334
6740,0.232352,0.9332
6750,0.231424,0.9331
6760,0.2328,0.933
6770,0.233138,0.9333
6780,0.233105,0.9328
6790,0.230307,0.9333
6800,0.230708,0.9332
6810,0.230543,0.933
6820,0.230482,0.9346
6830,0.230356,0.9338
6840,0.230978,0.9328
6850,0.229867,0.9338
6860,0.22954,0.9334
6870,0.229939,0.9346
6880,0.230369,0.9341
6890,0.230971,0.9324
6900,0.229021,0.9327
6910,0.227584,0.9339
6920,0.227455,0.9336
6930,0.22943,0.9337
6940,0.229517,0.9342
6950,0.22909,0.9327
6960,0.229812,0.9344
6970,0.228483,0.9352
6980,0.227125,0.9338
6990,0.226654,0.9342
7000,0.226513,0.9343
7010,0.227822,0.9344
7020,0.227701,0.9351
7030,0.228441,0.935
7040,0.228296,0.9356
7050,0.227124,0.9349
7060,0.227311,0.9353
7070,0.226287,0.9356
7080,0.226798,0.9345
7090,0.226176,0.9354
7100,0.225772,0.9342
7110,0.224663,0.9356
7120,0.225163,0.9355
7130,0.224655,0.9362
7140,0.224169,0.9353
7150,0.226892,0.9349
7160,0.227223,0.9355
7170,0.225065,0.9362
7180,0.225093,0.9353
7190,0.22243,0.9352
7200,0.226235,0.9347
7210,0.223744,0.9363
7220,0.223447,0.9364
7230,0.223468,0.9364
7240,0.222293,0.9356
7250,0.224405,0.9361
7260,0.223068,0.9356
7270,0.223775,0.936
7280,0.222458,0.9365
7290,0.221492,0.936
7300,0.222688,0.936
7310,0.223613,0.9357
7320,0.2213,0.9363
7330,0.221615,0.9365
7340,0.222725,0.9369
7350,0.221653,0.9356
7360,0.221492,0.9372
7370,0.219955,0.9367
7380,0.219762,0.936
7390,0.219882,0.9367
7400,0.219974,0.9349
7410,0.220044,0.9364
7420,0.220326,0.9363
7430,0.222191,0.9366
7440,0.220807,0.9348
7450,0.220104,0.9358
7460,0.218375,0.9363
7470,0.219847,0.9374
